text,label
web helps collect aid donations web helping aid agencies gather resources help cope aftermath tsunami disaster. many people making donations via websites going online see get involved aid efforts. high-profile web portals google yahoo ebay amazon gathering links lead people aid relief organisations. many visiting aid-related sites webpages struggling cope traffic. umbrella organisation called disasters emergency committee (dec) set coalition 12 charities taking many donations via specially created website. urged people go online possible help donations could processed quickly cash donated ways meaning aid could delivered quickly possible. site far received almost £8 million 11 000 donations made online every hour. telco bt stepped take secure payments dec site provided extra logistical support phone online appeals initially crippled online donations. also provided space london bt tower one call centres dealing donations. web biggest firms also helping channel help modifying homepages include links aid agencies organisations collecting resources. famously sparse homepage google placed link leads users list sites donations made. among 17 organisations listed oxfam medecins sans frontieres (doctors without borders) network good. many sites google lists also taking online donations. online retailer amazon put large message start page lets people donate money directly american red cross used relief efforts. auction site ebay giving list sites people either donate directly divert portion profits anything sell ebay listed organisations simply buy items direct cash list. yahoo proving links direct charities want donate. auction drop website asking people donate old digital cameras computers gadgets longer want auction raise cash aid effort. sadly outpouring goodwill also encouraged conmen try cash in. anti-fraud organisations warning e-mails starting circulate try convince people send money directly rather make donations via aid agencies. wanting give cash urged use legitimate websites charities aid agencies.,0
APT28 has exploited Microsoft Office vulnerability CVE-2017-0262 for execution.,1
"Fable comes big reputation behind -- developed Peter Molyneux, creator involved, engrossing games Populous Black White.",0
"United Nations, International Open Source Network (IOSN) organize first annual Software Freedom Day Saturday effort educate Asian users benefits Free Open Source Software (FOSS) encourage wider use region.",0
"SOMETHING INTERESTING HAPPENED filesharing world week, music industry launched another round lawsuits core user base.",0
&lt;p&gt;&lt;/p&gt;&lt;p&gt; Deborah Cohen&lt;/p&gt;&lt;p&gt; CHICAGO (Reuters) - Telecommunications equipment makerCiena Corp. &lt;CIEN.O&gt; Thursday reported wider loss thefiscal third quarter due slack demand forecast sales inthe current quarter would little changed thirdquarter.&lt;/p&gt;,0
European Commission studying U.S. court decision favoring Oracle's PeopleSoft buyout deciding whether pursue objections.,0
"FIN5 has used legitimate VPN, Citrix, or VNC credentials to maintain access to a victim environment.",1
Commands and files would be relayed from the disconnected system to the Internet-connected system to which the adversary has direct access.,1
"Due lack demand, chipmaker postpones plans build Wi-Fi access points desktop PCs year.",0
The RIPTIDE exploit document drops its executable file into the C:\Documents and Settings\{user}\Application Data\Location folder while the HIGHTIDE exploit document drops its executable file into the C:\DOCUMENTS and SETTINGS\{user}\LOCAL SETTINGS\Temp\ folder,1
"OSX/Shlayer can use the chmod utility to set a file as executable, such as chmod 777 or chmod +x.",1
New Essbase 7X intended draw customers beyond Hyperion's usual corporate-finance crowd.,0
"""Halo 2"" appears one hotly hyped heavily anticipated video games ever, Microsoft planning Tuesday release may rival best Hollywood's movie glitz. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",0
"Remsec is capable of using ICMP, TCP, and UDP for C2.",1
amp;T attracted Voice IP Internet telephony cheaper offer businesses consumers requires less upfront investment old copper wire traditional switching networks.,0
consumers snub portable video consumers want music rather movies move says report. produced jupiter research analysis portable media player market found 13% europeans want watch video about. contrast almost third interested listening music portable player ipod. firm said gadget makers avoid hybrid devices instead make sure music reproduction good possible. report concluded driving force behind growth europe portable player market likely music rather films combination two. barely 5% questioned said wanted player could play back music movies. 7% wanted player could handle games video. dedicated music players established digital media players europe today despite high prices said ian fogg jupiter analyst. mr fogg said although video players smartphones trying cash success faced tough job compromises made creating dual-purpose device. europeans care music playback said. report showed 27% consumers asked interested portable music players. research revealed french 39% british 31% consumers interested music players. mr fogg said portable video players likely remain niche product would able compete devices dedicated music playback. separate report jupiter forecasts european digital music market grow 836m euros (£581m) 2009. end 2003 market worth 10.6m euros (£7.36m). digital music players behind market growth said jupiter . apple ipod launched october 2001 portable music player market growing steadily since launch creative nomad jukebox mid-2000. consumers face almost overwhelming choice high-capacity portable music players let store every track every cd own.,0
